"","X","X.1","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Location"
"4014",4014,178024,"1/6/19","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.","Wellington/ Lower-Central North"
"4015",4015,178029,"1/6/19","Common Assault","Newton.",412700,"Auckland.","Auckland"
"4016",4016,178038,"1/6/19","Serious Assault Resulting in Injury","Levin West.",1873600,"Horowhenua District.","Wellington/ Lower-Central North"
"4017",4017,178039,"1/6/19","Common Assault","Levin West.",1871300,"Horowhenua District.","Wellington/ Lower-Central North"
"4018",4018,178044,"1/6/19","Common Assault","Hamilton East.",894200,"Hamilton City.","Waikato"
"4019",4019,178046,"1/6/19","Serious Assault Not Resulting in Injury","Te Rapa.",907500,"Hamilton City.","Waikato"
"4020",4020,178059,"1/6/19","Common Assault","Porirua Central.",2052500,"Porirua City.","Wellington/ Lower-Central North"
"4021",4021,179398,"1/11/19","Serious Assault Resulting in Injury","Three Kings.",563800,"Auckland.","Auckland"
"4022",4022,179403,"1/11/19","Serious Assault Resulting in Injury","Paparua.",2494500,"Christchurch City.","Canterbury"
"4023",4023,179409,"1/11/19","Common Assault","Henderson South.",242502,"Auckland.","Auckland"
"4024",4024,179414,"1/11/19","Common Assault","Hamilton Lake.",930102,"Hamilton City.","Waikato"
"4025",4025,179419,"1/11/19","Common Assault","Avon Loop.",2658100,"Christchurch City.","Canterbury"
"4026",4026,179424,"1/11/19","Common Assault","Auckland Central West.",435802,"Auckland.","Auckland"
"4027",4027,179429,"1/11/19","Common Assault","Barrington South.",2637500,"Christchurch City.","Canterbury"
"4028",4028,179436,"1/11/19","Serious Assault Not Resulting in Injury","Waitangirua.",2060900,"Porirua City.","Wellington/ Lower-Central North"
"4029",4029,179441,"1/11/19","Serious Assault Not Resulting in Injury","Henderson South.",242502,"Auckland.","Auckland"
"4030",4030,179446,"1/11/19","Serious Assault Not Resulting in Injury","Akaroa Harbour.",2714200,"Christchurch City.","Canterbury"
"4031",4031,179453,"1/11/19","Serious Assault Resulting in Injury","Mt Eden North.",542700,"Auckland.","Auckland"
"4032",4032,179458,"1/11/19","Serious Assault Resulting in Injury","Waharoa.",1111600,"Matamata-Piako District.","Waikato"
"4033",4033,179463,"1/11/19","Serious Assault Resulting in Injury","Makaraka.",1359700,"Gisborne District.","Hawkes Bay/ Gisborne"
"4034",4034,179464,"1/11/19","Common Assault","Surrey Crescent.",405300,"Auckland.","Auckland"
"4035",4035,179469,"1/11/19","Common Assault","Fenton.",1243402,"Rotorua District.","Bay Of Plenty"
"4036",4036,179471,"1/11/19","Serious Assault Not Resulting in Injury","Taieri.",2975800,"Dunedin City.","Southland/ Otago"
"4037",4037,179478,"1/11/19","Serious Assault Resulting in Injury","Homedale East.",2023400,"Lower Hutt City.","Wellington/ Lower-Central North"
"4038",4038,179484,"1/11/19","Common Assault","Paparua.",2494600,"Christchurch City.","Canterbury"
"4039",4039,179489,"1/11/19","Common Assault","Ormiston.",713100,"Auckland.","Auckland"
"4040",4040,179494,"1/11/19","Common Assault","Favona West.",729500,"Auckland.","Auckland"
"4041",4041,179499,"1/11/19","Common Assault","Marsland Hill.",1590200,"New Plymouth District.","West Coast/ Upper-Central North"
"4042",4042,179506,"1/11/19","Serious Assault Not Resulting in Injury","Hamilton Central.",912200,"Hamilton City.","Waikato"
"4043",4043,179511,"1/11/19","Serious Assault Not Resulting in Injury","Morrinsville West.",1087900,"Matamata-Piako District.","Waikato"
"4044",4044,179518,"1/11/19","Serious Assault Resulting in Injury","Bruce.",2988300,"Clutha District.","Southland/ Otago"
"4045",4045,179523,"1/11/19","Serious Assault Resulting in Injury","Huntington.",952314,"Hamilton City.","Waikato"
"4046",4046,179528,"1/11/19","Serious Assault Resulting in Injury","Gisborne Central.",1371700,"Gisborne District.","Hawkes Bay/ Gisborne"
"4047",4047,179580,"1/11/19","Aggravated Sexual Assault","Alexandra.",3025200,"Central Otago District.","Southland/ Otago"
"4048",4048,179585,"1/11/19","Aggravated Sexual Assault","Lambton.",2124400,"Wellington City.","Wellington/ Lower-Central North"
"4049",4049,179590,"1/11/19","Aggravated Sexual Assault","Lower Aramoho.",1708100,"Wanganui District.","West Coast/ Upper-Central North"
"4050",4050,179592,"1/11/19","Non-Aggravated Sexual Assault","Epuni West.",1945300,"Lower Hutt City.","Wellington/ Lower-Central North"
"4051",4051,181064,"1/11/19","Common Assault","Paeroa.",1071502,"Hauraki District.","Waikato"
"4052",4052,181069,"1/11/19","Common Assault","Porirua East.",2055700,"Porirua City.","Wellington/ Lower-Central North"
"4053",4053,181074,"1/11/19","Common Assault","Palmerston North Central.",1829300,"Palmerston North City.","West Coast/ Upper-Central North"
"4054",4054,181076,"1/11/19","Serious Assault Not Resulting in Injury","Bethlehem.",1190200,"Tauranga City.","Bay Of Plenty"
"4055",4055,181083,"1/11/19","Serious Assault Resulting in Injury","Whitikahu.",941002,"Waikato District.","Waikato"
"4056",4056,181089,"1/11/19","Common Assault","Onehunga South East.",602300,"Auckland.","Auckland"
"4057",4057,181098,"1/11/19","Serious Assault Resulting in Injury","Tamarau.",1385103,"Gisborne District.","Hawkes Bay/ Gisborne"
"4058",4058,181104,"1/11/19","Common Assault","Durie Hill.",1695800,"Wanganui District.","West Coast/ Upper-Central North"
"4059",4059,181109,"1/11/19","Common Assault","Mangere East.",746400,"Auckland.","Auckland"
"4060",4060,181116,"1/11/19","Serious Assault Not Resulting in Injury","Totara Park.",1911204,"Upper Hutt City.","Wellington/ Lower-Central North"
"4061",4061,181118,"1/11/19","Serious Assault Resulting in Injury","Freemans Bay.",413800,"Auckland.","Auckland"
"4062",4062,181123,"1/11/19","Serious Assault Resulting in Injury","Papatoetoe North.",663200,"Auckland.","Auckland"
"4063",4063,181124,"1/11/19","Common Assault","Levin North.",1865000,"Horowhenua District.","Wellington/ Lower-Central North"
"4064",4064,181129,"1/11/19","Common Assault","Kaikoura Township.",2311801,"Kaikoura District.","Canterbury"
"4065",4065,181138,"1/11/19","Serious Assault Resulting in Injury","Greenmeadows.",1454900,"Napier City.","Hawkes Bay/ Gisborne"
"4066",4066,181139,"1/11/19","Common Assault","Bronte.",2321600,"Nelson City.","Tasman/ South-West Coast"
"4067",4067,181144,"1/11/19","Common Assault","Gordonton.",954000,"Waikato District.","Waikato"
"4068",4068,181149,"1/11/19","Common Assault","Ellerslie South.",612300,"Auckland.","Auckland"
"4069",4069,181151,"1/11/19","Serious Assault Not Resulting in Injury","Riverdale.",1376603,"Gisborne District.","Hawkes Bay/ Gisborne"
"4070",4070,181159,"1/11/19","Common Assault","Dannemora.",711709,"Auckland.","Auckland"
"4071",4071,181174,"1/11/19","Common Assault","Hastings Central.",1493900,"Hastings District.","Hawkes Bay/ Gisborne"
"4072",4072,181179,"1/11/19","Common Assault","Trafalgar.",2320800,"Nelson City.","Tasman/ South-West Coast"
"4073",4073,181181,"1/11/19","Serious Assault Not Resulting in Injury","Royal Heights.",224403,"Auckland.","Auckland"
"4074",4074,181215,"1/11/19","Aggravated Sexual Assault","Willis Street-Cambridge Terrace.",2133600,"Wellington City.","Wellington/ Lower-Central North"
"4075",4075,181217,"1/11/19","Non-Aggravated Sexual Assault","Dannemora.",711709,"Auckland.","Auckland"
"4076",4076,181222,"1/11/19","Non-Aggravated Sexual Assault","Islington.",2497500,"Christchurch City.","Canterbury"
"4077",4077,181225,"1/11/19","Aggravated Sexual Assault","Allandale-Mokorua.",1308100,"Whakatane District.","Bay Of Plenty"
"4078",4078,181844,"1/10/19","Common Assault","Te Hapara.",1366300,"Gisborne District.","Hawkes Bay/ Gisborne"
"4079",4079,181854,"1/10/19","Common Assault","Aranui.",2573500,"Christchurch City.","Canterbury"
"4080",4080,181859,"1/10/19","Common Assault","Otahuhu West.",783400,"Auckland.","Auckland"
"4081",4081,181861,"1/10/19","Serious Assault Not Resulting in Injury","Urewera.",1302500,"Whakatane District.","Bay Of Plenty"
"4082",4082,181863,"1/10/19","Serious Assault Resulting in Injury","Rotoorangi.",988800,"Waipa District.","Waikato"
"4083",4083,181873,"1/10/19","Serious Assault Resulting in Injury","Maoribank.",1913801,"Upper Hutt City.","Wellington/ Lower-Central North"
"4084",4084,181884,"1/10/19","Common Assault","Hawera North.",1641700,"South Taranaki District.","West Coast/ Upper-Central North"
"4085",4085,181886,"1/10/19","Serious Assault Not Resulting in Injury","Terrace End.",1846300,"Palmerston North City.","West Coast/ Upper-Central North"
"4086",4086,181888,"1/10/19","Serious Assault Resulting in Injury","Kaipara Coastal.",123902,"Kaipara District.","Northland"
"4087",4087,181889,"1/10/19","Common Assault","Halswell West.",2484900,"Christchurch City.","Canterbury"
"4088",4088,181894,"1/10/19","Common Assault","Trentham South.",1900500,"Upper Hutt City.","Wellington/ Lower-Central North"
"4089",4089,181896,"1/10/19","Serious Assault Not Resulting in Injury","Whau Valley.",90500,"Whangarei District.","Northland"
"4090",4090,181900,"1/10/19","Aggravated Sexual Assault","Taita North.",1935200,"Lower Hutt City.","Wellington/ Lower-Central North"
"4091",4091,183974,"1/5/19","Common Assault","Hastings Central.",1491200,"Hastings District.","Hawkes Bay/ Gisborne"
"4092",4092,183979,"1/5/19","Common Assault","Lynnmall.",265002,"Auckland.","Auckland"
"4093",4093,183986,"1/5/19","Serious Assault Not Resulting in Injury","Kawerau.",1315400,"Kawerau District.","Bay Of Plenty"
"4094",4094,183988,"1/5/19","Serious Assault Resulting in Injury","Highbrook.",711301,"Auckland.","Auckland"
"4095",4095,183994,"1/5/19","Common Assault","Flaxmere East.",1473700,"Hastings District.","Hawkes Bay/ Gisborne"
"4096",4096,183998,"1/5/19","Serious Assault Resulting in Injury","Raupunga.",1392800,"Wairoa District.","Hawkes Bay/ Gisborne"
"4097",4097,184004,"1/5/19","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.","Wellington/ Lower-Central North"
"4098",4098,184009,"1/5/19","Common Assault","Vinetown.",98300,"Whangarei District.","Northland"
"4099",4099,184014,"1/5/19","Common Assault","Manukau Central.",780204,"Auckland.","Auckland"
"4100",4100,184021,"1/5/19","Serious Assault Not Resulting in Injury","Otumoetai North.",1154601,"Tauranga City.","Bay Of Plenty"
"4101",4101,184023,"1/5/19","Serious Assault Resulting in Injury","Henderson North.",239900,"Auckland.","Auckland"
"4102",4102,184029,"1/5/19","Common Assault","Ahuriri.",1419400,"Napier City.","Hawkes Bay/ Gisborne"
"4103",4103,184034,"1/5/19","Common Assault","Trafalgar.",2319000,"Nelson City.","Tasman/ South-West Coast"
"4104",4104,184043,"1/5/19","Serious Assault Resulting in Injury","Target Road.",183800,"Auckland.","Auckland"
"4105",4105,184049,"1/5/19","Common Assault","Marchwiel.",2784300,"Timaru District.","Canterbury"
"4106",4106,184054,"1/5/19","Common Assault","Queenstown Hill.",3033700,"Queenstown-Lakes District.","Southland/ Otago"
"4107",4107,184064,"1/5/19","Common Assault","Tauranga Central.",1163200,"Tauranga City.","Bay Of Plenty"
"4108",4108,184069,"1/5/19","Common Assault","Takanini South.",765700,"Auckland.","Auckland"
"4109",4109,184071,"1/5/19","Serious Assault Not Resulting in Injury","Palm Beach.",1205015,"Tauranga City.","Bay Of Plenty"
"4110",4110,184074,"1/5/19","Common Assault","Pukekohe North.",818500,"Auckland.","Auckland"
"4111",4111,184079,"1/5/19","Common Assault","Willis Street-Cambridge Terrace.",2131800,"Wellington City.","Wellington/ Lower-Central North"
"4112",4112,186984,"1/11/19","Common Assault","Paraparaumu Central.",1997000,"Kapiti Coast District.","Wellington/ Lower-Central North"
"4113",4113,186999,"1/11/19","Common Assault","Yatton Park.",1174000,"Tauranga City.","Bay Of Plenty"
"4114",4114,187001,"1/11/19","Serious Assault Not Resulting in Injury","Hillmorton.",2631400,"Christchurch City.","Canterbury"
"4115",4115,187003,"1/11/19","Serious Assault Resulting in Injury","Phillipstown.",2608100,"Christchurch City.","Canterbury"
"4116",4116,187009,"1/11/19","Common Assault","Parawai.",1054400,"Thames-Coromandel District.","Waikato"
"4117",4117,187018,"1/11/19","Serious Assault Resulting in Injury","Sandringham East.",538700,"Auckland.","Auckland"
"4118",4118,187033,"1/11/19","Serious Assault Resulting in Injury","Karapiro.",1123400,"Waipa District.","Waikato"
"4119",4119,187034,"1/11/19","Common Assault","Kaitaia West.",12903,"Far North District.","Northland"
"4120",4120,188849,"1/12/19","Common Assault","Waiuku West.",837102,"Auckland.","Auckland"
"4121",4121,188854,"1/12/19","Common Assault","Fairy Springs.",1264304,"Rotorua District.","Bay Of Plenty"
"4122",4122,188859,"1/12/19","Common Assault","New Plymouth Central.",1593100,"New Plymouth District.","West Coast/ Upper-Central North"
"4123",4123,188869,"1/12/19","Common Assault","Rangiora North.",2443400,"Waimakariri District.","Canterbury"
"4124",4124,188874,"1/12/19","Common Assault","Lynnmall.",266000,"Auckland.","Auckland"
"4125",4125,188879,"1/12/19","Common Assault","Isel Park.",2342800,"Nelson City.","Tasman/ South-West Coast"
"4126",4126,188881,"1/12/19","Serious Assault Not Resulting in Injury","Clendon South.",774431,"Auckland.","Auckland"
"4127",4127,188889,"1/12/19","Common Assault","Willis Street-Cambridge Terrace.",2133401,"Wellington City.","Wellington/ Lower-Central North"
"4128",4128,188894,"1/12/19","Common Assault","Waimarama.",1467901,"Hastings District.","Hawkes Bay/ Gisborne"
"4129",4129,188899,"1/12/19","Common Assault","Willis Street-Cambridge Terrace.",2133200,"Wellington City.","Wellington/ Lower-Central North"
"4130",4130,188901,"1/12/19","Serious Assault Not Resulting in Injury","Levin West.",1870000,"Horowhenua District.","Wellington/ Lower-Central North"
"4131",4131,188906,"1/12/19","Serious Assault Not Resulting in Injury","Newmarket.",450100,"Auckland.","Auckland"
"4132",4132,188908,"1/12/19","Serious Assault Resulting in Injury","Harbourside.",2895200,"Dunedin City.","Southland/ Otago"
"4133",4133,188914,"1/12/19","Common Assault","Hamilton Central.",911800,"Hamilton City.","Waikato"
"4134",4134,188919,"1/12/19","Common Assault","Manukau Central.",780209,"Auckland.","Auckland"
"4135",4135,188924,"1/12/19","Common Assault","Matamata South.",1118902,"Matamata-Piako District.","Waikato"
"4136",4136,188929,"1/12/19","Common Assault","Arch Hill.",417800,"Auckland.","Auckland"
"4137",4137,188931,"1/12/19","Serious Assault Not Resulting in Injury","Paraparaumu Central.",2003602,"Kapiti Coast District.","Wellington/ Lower-Central North"
"4138",4138,188938,"1/12/19","Serious Assault Resulting in Injury","Riccarton.",2474801,"Christchurch City.","Canterbury"
"4139",4139,188944,"1/12/19","Common Assault","Gisborne Central.",1371700,"Gisborne District.","Hawkes Bay/ Gisborne"
"4140",4140,188949,"1/12/19","Common Assault","Te Anau.",3167500,"Southland District.","Southland/ Otago"
"4141",4141,188956,"1/12/19","Serious Assault Not Resulting in Injury","Greenmeadows.",1455201,"Napier City.","Hawkes Bay/ Gisborne"
"4142",4142,188958,"1/12/19","Serious Assault Resulting in Injury","Kuirau.",1234400,"Rotorua District.","Bay Of Plenty"
"4143",4143,188964,"1/12/19","Common Assault","Palm Springs.",1204820,"Tauranga City.","Bay Of Plenty"
"4144",4144,188969,"1/12/19","Common Assault","Waipukurau.",1520800,"Central Hawke's Bay District.","Hawkes Bay/ Gisborne"
"4145",4145,188971,"1/12/19","Serious Assault Not Resulting in Injury","Richmond South.",2693100,"Christchurch City.","Canterbury"
"4146",4146,188973,"1/12/19","Serious Assault Resulting in Injury","Rosehill.",804701,"Auckland.","Auckland"
"4147",4147,188984,"1/12/19","Common Assault","Paeroa.",1070500,"Hauraki District.","Waikato"
"4148",4148,189020,"1/12/19","Aggravated Sexual Assault","Otahuhu West.",783000,"Auckland.","Auckland"
"4149",4149,190874,"1/9/19","Common Assault","Kerikeri.",53405,"Far North District.","Northland"
"4150",4150,190879,"1/9/19","Common Assault","Queenstown Hill.",3033700,"Queenstown-Lakes District.","Southland/ Otago"
"4151",4151,190889,"1/9/19","Common Assault","Springleigh.",523800,"Auckland.","Auckland"
"4152",4152,190894,"1/9/19","Common Assault","Epsom North.",457900,"Auckland.","Auckland"
"4153",4153,190901,"1/9/19","Serious Assault Not Resulting in Injury","Taieri.",2974701,"Dunedin City.","Southland/ Otago"
"4154",4154,190903,"1/9/19","Serious Assault Resulting in Injury","Windsor Park.",180813,"Auckland.","Auckland"
"4155",4155,190909,"1/9/19","Common Assault","Willis Street-Cambridge Terrace.",2136000,"Wellington City.","Wellington/ Lower-Central North"
"4156",4156,190914,"1/9/19","Common Assault","Orewa.",172102,"Auckland.","Auckland"
"4157",4157,190919,"1/9/19","Common Assault","Mangere Central.",740500,"Auckland.","Auckland"
"4158",4158,190929,"1/9/19","Common Assault","Leeston.",2723703,"Selwyn District.","Canterbury"
"4159",4159,190934,"1/9/19","Common Assault","Heretaunga-Silverstream.",1898300,"Upper Hutt City.","Wellington/ Lower-Central North"
"4160",4160,190939,"1/9/19","Common Assault","Morrinsville West.",1086400,"Matamata-Piako District.","Waikato"
"4161",4161,190948,"1/9/19","Serious Assault Resulting in Injury","Queenstown Hill.",3033700,"Queenstown-Lakes District.","Southland/ Otago"
"4162",4162,190953,"1/9/19","Serious Assault Resulting in Injury","Glendene South.",272705,"Auckland.","Auckland"
